ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
499;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
500;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
501;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
502;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
503;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
504;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
505;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
506;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
507;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
508;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
509;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
510;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
511;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;arrêt, analyses, communication
512;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;arrêt, analyses, communication
513;Médico-sanitaire;Contamination eau;Suspicion contamination réseau d’eau;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Contamination eau » (Médico-sanitaire). Suspicion contamination réseau d’eau. Points sensibles : arrêt, analyses, communication.;Exemple : Contamination eau → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;arrêt, analyses, communication
